award_year,category,prize,prize_share,laureate_id,laureate_type,full_name,birth_year,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_year,death_city,death_country
1973,Medicine,The Nobel Prize in Physiology or Medicine 1973,3-Jan,400,Individual,Karl von Frisch,1886,Vienna,Austria,Male,Zoologisches Institut der Universität München,Munich,Federal Republic of Germany,1982,Munich,West Germany (Germany)
1946,Chemistry,The Nobel Prize in Chemistry 1946,2-Jan,204,Individual,James Batcheller Sumner,1887,"""Canton, MA""",United States of America,Male,Cornell University,"""Ithaca, NY""",United States of America,1955,"""Buffalo, NY""",United States of America
1933,Physics,The Nobel Prize in Physics 1933,2-Jan,39,Individual,Erwin Schrödinger,1887,Vienna,Austria,Male,Berlin University,Berlin,Germany,1961,Vienna,Austria
1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,2-Jan,345,Individual,Bernardo Alberto Houssay,1887,Buenos Aires,Argentina,Male,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,1971,Buenos Aires,Argentina
1960,Literature,The Nobel Prize in Literature 1960,1-Jan,631,Individual,Saint-John Perse,1887,Pointe-à-Pitre,Guadeloupe Island,Male,null,null,null,1975,Presqu'île-de-Giens,France
1925,Physics,The Nobel Prize in Physics 1925,2-Jan,31,Individual,Gustav Ludwig Hertz,1887,Hamburg,Germany,Male,Halle University,Halle,Germany,1975,Berlin,East Germany
1968,Peace,The Nobel Peace Prize 1968,1-Jan,526,Individual,René Cassin,1887,Bayonne,France,Male,null,null,null,1976,Paris,France
1939,Chemistry,The Nobel Prize in Chemistry 1939,2-Jan,200,Individual,Leopold Ruzicka,1887,Vukovar,Austria-Hungary (Croatia),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1976,Zurich,Switzerland
1936,Literature,The Nobel Prize in Literature 1936,1-Jan,608,Individual,Eugene Gladstone O'Neill,1888,"""New York, NY""",United States of America,Male,null,null,null,1953,"""Boston, MA""",United States of America
1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,2-Jan,338,Individual,Herbert Spencer Gasser,1888,"""Platteville, WI""",United States of America,Male,Rockefeller Institute for Medical Research,"""New York, NY""",United States of America,1963,"""New York, NY""",United States of America
1939,Literature,The Nobel Prize in Literature 1939,1-Jan,613,Individual,Frans Eemil Sillanpää,1888,Hämeenkyrö,Russian Empire (Finland),Male,null,null,null,1964,Helsinki,Finland
1948,Literature,The Nobel Prize in Literature 1948,1-Jan,619,Individual,Thomas Stearns Eliot,1888,"""St. Louis, MO""",United States of America,Male,null,null,null,1965,London,United Kingdom
1953,Physics,The Nobel Prize in Physics 1953,1-Jan,60,Individual,Frits Zernike,1888,Amsterdam,Netherlands,Male,Groningen University,Groningen,Netherlands,1966,Groningen,Netherlands
1943,Physics,The Nobel Prize in Physics 1943,1-Jan,48,Individual,Otto Stern,1888,Sorau (Zory),Germany (Poland),Male,Carnegie Institute of Technology,"""Pittsburgh, PA""",United States of America,1969,"""Berkeley, CA""",United States of America
1966,Literature,The Nobel Prize in Literature 1966,2-Jan,639,Individual,Shmuel Yosef Agnon,1888,Buczacz (Buchach),Austria-Hungary (Ukraine),Male,null,null,null,1970,Rehovot,Israel
1930,Physics,The Nobel Prize in Physics 1930,1-Jan,37,Individual,Sir Chandrasekhara Venkata Raman,1888,Tiruchirappalli,India,Male,Calcutta University,Calcutta,India,1970,Bangalore,India
1952,Medicine,The Nobel Prize in Physiology or Medicine 1952,1-Jan,353,Individual,Selman Abraham Waksman,1888,Priluka (Nova Pryluka),Russian Empire (Ukraine),Male,Rutgers University,"""New Brunswick, NJ""",United States of America,1973,"""Hyannis, MA""",United States of America
1935,Peace,The Nobel Peace Prize 1935,1-Jan,500,Individual,Carl von Ossietzky,1889,Hamburg,Germany,Male,null,null,null,1938,Berlin,Germany
1945,Literature,The Nobel Prize in Literature 1945,1-Jan,615,Individual,Gabriela Mistral,1889,Vicuña,Chile,Female,null,null,null,1957,"""Hempstead, NY""",United States of America
1937,Chemistry,The Nobel Prize in Chemistry 1937,2-Jan,197,Individual,Paul Karrer,1889,Moscow,Russia,Male,University of Zurich,Zurich,Switzerland,1971,Zurich,Switzerland
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,2-Jan,324,Individual,Edgar Douglas Adrian,1889,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1977,Cambridge,United Kingdom
1959,Peace,The Nobel Peace Prize 1959,1-Jan,518,Individual,Philip J. Noel-Baker,1889,London,United Kingdom,Male,null,null,null,1982,London,United Kingdom
1958,Literature,The Nobel Prize in Literature 1958,1-Jan,629,Individual,Boris Leonidovich Pasternak,1890,Moscow,Russia,Male,null,null,null,1960,Peredelkino,Russia
1959,Chemistry,The Nobel Prize in Chemistry 1959,1-Jan,223,Individual,Jaroslav Heyrovsky,1890,Prague,Austria-Hungary (Czech Republic),Male,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia,1967,Prague,Czechoslovakia
1946,Medicine,The Nobel Prize in Physiology or Medicine 1946,1-Jan,342,Individual,Hermann Joseph Muller,1890,"""New York, NY""",United States of America,Male,Indiana University,"""Bloomington, IN""",United States of America,1967,null,null
1915,Physics,The Nobel Prize in Physics 1915,2-Jan,21,Individual,William Lawrence Bragg,1890,Adelaide,Australia,Male,Victoria University,Manchester,United Kingdom,1971,Ipswich,United Kingdom
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,2-Jan,313,Individual,Frederick Grant Banting,1891,Alliston,Canada,Male,University of Toronto,Toronto,Canada,1941,Newfoundland,Canada
1954,Physics,The Nobel Prize in Physics 1954,2-Jan,62,Individual,Walther Bothe,1891,Oranienburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1957,Heidelberg,West Germany (Germany)
1966,Literature,The Nobel Prize in Literature 1966,2-Jan,640,Individual,Nelly Sachs,1891,Berlin,Germany,Female,null,null,null,1970,Stockholm,Sweden
1951,Literature,The Nobel Prize in Literature 1951,1-Jan,622,Individual,Pär Fabian Lagerkvist,1891,Växjö,Sweden,Male,null,null,null,1974,Stockholm,Sweden
1935,Physics,The Nobel Prize in Physics 1935,1-Jan,41,Individual,James Chadwick,1891,Manchester,United Kingdom,Male,Liverpool University,Liverpool,United Kingdom,1974,Cambridge,United Kingdom
1946,Chemistry,The Nobel Prize in Chemistry 1946,4-Jan,205,Individual,John Howard Northrop,1891,"""Yonkers, NY""",United States of America,Male,Rockefeller Institute for Medical Research,"""Princeton, NJ""",United States of America,1987,"""Wickenberg, AZ""",United States of America
1927,Physics,The Nobel Prize in Physics 1927,2-Jan,33,Individual,Arthur Holly Compton,1892,"""Wooster, OH""",United States of America,Male,University of Chicago,"""Chicago, IL""",United States of America,1962,"""Berkeley, CA""",United States of America
1947,Physics,The Nobel Prize in Physics 1947,1-Jan,52,Individual,Sir Edward Victor Appleton,1892,Bradford,United Kingdom,Male,Department of Scientific and Industrial Research,London,United Kingdom,1965,Edinburgh,Scotland
1938,Medicine,The Nobel Prize in Physiology or Medicine 1938,1-Jan,333,Individual,Corneille Jean François Heymans,1892,Ghent,Belgium,Male,Ghent University,Ghent,Belgium,1968,Knokke,Belgium
1938,Literature,The Nobel Prize in Literature 1938,1-Jan,610,Individual,Pearl Buck,1892,"""Hillsboro, WV""",United States of America,Female,null,null,null,1973,"""Danby, VT""",United States of America
1961,Literature,The Nobel Prize in Literature 1961,1-Jan,633,Individual,Ivo Andric,1892,Dolac,Bosnia (Bosnia and Herzegovina),Male,null,null,null,1975,Belgrade,Yugoslavia (Serbia)
1937,Physics,The Nobel Prize in Physics 1937,2-Jan,45,Individual,George Paget Thomson,1892,Cambridge,United Kingdom,Male,London University,London,United Kingdom,1975,Cambridge,United Kingdom
1929,Physics,The Nobel Prize in Physics 1929,1-Jan,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892,Dieppe,France,Male,"""Sorbonne University, Institut Henri Poincaré""",Paris,France,1987,Paris,France
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,3-Jan,328,Individual,William Parry Murphy,1892,"""Stoughton, WI""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,1987,"""Brookline, MA""",United States of America
1934,Chemistry,The Nobel Prize in Chemistry 1934,1-Jan,192,Individual,Harold Clayton Urey,1893,"""Walkerton, IN""",United States of America,Male,Columbia University,"""New York, NY""",United States of America,1981,"""La Jolla, CA""",United States of America
1937,Medicine,The Nobel Prize in Physiology or Medicine 1937,1-Jan,332,Individual,Albert von Szent-Györgyi Nagyrápolt,1893,Budapest,Austria-Hungary (Hungary),Male,Szeged University,Szeged,Hungary,1986,"""Woods Hole, MA""",United States of America
1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,2-Jan,336,Individual,Edward Adelbert Doisy,1893,"""Hume, IL""",United States of America,Male,Saint Louis University,"""St. Louis, MO""",United States of America,1986,"""St. Louis, MO""",United States of America
1978,Physics,The Nobel Prize in Physics 1978,2-Jan,110,Individual,Pyotr Leonidovich Kapitsa,1894,Kronshtadt,Russian Empire (Russia),Male,Academy of Sciences,Moscow,Union of Soviet Socialist Republics,1984,Moscow,Union of Soviet Socialist Republics (Russia)
1939,Medicine,The Nobel Prize in Physiology or Medicine 1939,1-Jan,334,Individual,Gerhard Domagk,1895,Lagow,Germany (Poland),Male,Munster University,Munster,Germany,1964,Burgberg,West Germany (Germany)
1958,Physics,The Nobel Prize in Physics 1958,3-Jan,71,Individual,Igor Yevgenyevich Tamm,1895,Vladivostok,Russia,Male,University of Moscow,Moscow,Union of Soviet Socialist Republics,1971,Moscow,Union of Soviet Socialist Republics (Russia)
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,2-Jan,677,Individual,Ragnar Frisch,1895,Oslo,Norway,Male,University of Oslo,Oslo,Norway,1973,Oslo,Norway
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,3-Jan,362,Individual,Dickinson W. Richards,1895,"""Orange, NJ""",United States of America,Male,Columbia University,"""New York, NY""",United States of America,1973,"""Lakeville, CT""",United States of America
1945,Chemistry,The Nobel Prize in Chemistry 1945,1-Jan,203,Individual,Artturi Ilmari Virtanen,1895,Helsinki,Russian Empire (Finland),Male,University of Helsinki,Helsinki,Finland,1973,Helsinki,Finland
1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,2-Jan,335,Individual,Henrik Carl Peter Dam,1895,Copenhagen,Denmark,Male,Polytechnic Institute,Copenhagen,Denmark,1976,Copenhagen,Denmark
1949,Chemistry,The Nobel Prize in Chemistry 1949,1-Jan,209,Individual,William Francis Giauque,1895,Niagara Falls,Canada,Male,University of California,"""Berkeley, CA""",United States of America,1982,"""Berkeley, CA""",United States of America
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,3-Jan,360,Individual,André Frédéric Cournand,1895,Paris,France,Male,"""Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital""","""New York, NY""",United States of America,1988,"""Great Barrington, MA""",United States of America
1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,4-Jan,344,Individual,"""Gerty Theresa Cori, née Radnitz""",1896,Prague,Austria-Hungary (Czech Republic),Female,Washington University,"""St. Louis, MO""",United States of America,1957,"""St. Louis, MO""",United States of America
1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,3-Jan,351,Individual,Philip Showalter Hench,1896,"""Pittsburgh, PA""",United States of America,Male,Mayo Clinic,"""Rochester, MN""",United States of America,1965,Ocho Rios,Jamaica
1975,Literature,The Nobel Prize in Literature 1975,1-Jan,651,Individual,Eugenio Montale,1896,Genoa,Italy,Male,null,null,null,1981,Milan,Italy
1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,4-Jan,343,Individual,Carl Ferdinand Cori,1896,Prague,Austria-Hungary (Czech Republic),Male,Washington University,"""St. Louis, MO""",United States of America,1984,"""Cambridge, MA""",United States of America
1956,Chemistry,The Nobel Prize in Chemistry 1956,2-Jan,220,Individual,Nikolay Nikolaevich Semenov,1896,Saratov,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Union of Soviet Socialist Republics,1986,Moscow,Union of Soviet Socialist Republics
1966,Chemistry,The Nobel Prize in Chemistry 1966,1-Jan,232,Individual,Robert S. Mulliken,1896,"""Newburyport, MA""",United States of America,Male,University of Chicago,"""Chicago, IL""",United States of America,1986,"""Arlington, VA""",United States of America
1935,Chemistry,The Nobel Prize in Chemistry 1935,2-Jan,194,Individual,Irène Joliot-Curie,1897,Paris,France,Female,Institut du Radium,Paris,France,1956,Paris,France
1949,Literature,The Nobel Prize in Literature 1949,1-Jan,620,Individual,William Faulkner,1897,"""New Albany, MS""",United States of America,Male,null,null,null,1962,"""Byhalia, MS""",United States of America
1951,Physics,The Nobel Prize in Physics 1951,2-Jan,56,Individual,Sir John Douglas Cockcroft,1897,Todmorden,United Kingdom,Male,Atomic Energy Research Establishment,"""Harwell, Berkshire""",United Kingdom,1967,Cambridge,United Kingdom
1956,Chemistry,The Nobel Prize in Chemistry 1956,2-Jan,219,Individual,Sir Cyril Norman Hinshelwood,1897,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1967,London,United Kingdom
1957,Peace,The Nobel Peace Prize 1957,1-Jan,516,Individual,Lester Bowles Pearson,1897,Toronto,Canada,Male,null,null,null,1972,Ottawa,Canada
1948,Physics,The Nobel Prize in Physics 1948,1-Jan,53,Individual,Patrick Maynard Stuart Blackett,1897,London,United Kingdom,Male,Victoria University,Manchester,United Kingdom,1974,London,United Kingdom
1967,Chemistry,The Nobel Prize in Chemistry 1967,4-Jan,234,Individual,Ronald George Wreyford Norrish,1897,Cambridge,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,1978,Cambridge,United Kingdom
1969,Chemistry,The Nobel Prize in Chemistry 1969,2-Jan,238,Individual,Odd Hassel,1897,Kristiania (Oslo),Norway,Male,University of Oslo,Oslo,Norway,1981,Oslo,Norway
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,3-Jan,356,Individual,John Franklin Enders,1897,"""West Hartford, CT""",United States of America,Male,Harvard Medical School,"""Boston, MA""",United States of America,1985,"""Waterford, CT""",United States of America
1979,Chemistry,The Nobel Prize in Chemistry 1979,2-Jan,253,Individual,Georg Wittig,1897,Berlin,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1987,Heidelberg,West Germany (Germany)
1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,3-Jan,350,Individual,Tadeus Reichstein,1897,Wloclawek,Poland,Male,Basel University,Basel,Switzerland,1996,Basel,Switzerland
1960,Peace,The Nobel Peace Prize 1960,1-Jan,519,Individual,Albert John Lutuli,1898,Bulawayo,Southern Rhodesia (Zimbabwe),Male,null,null,null,1967,Stanger,South Africa
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,3-Jan,341,Individual,Sir Howard Walter Florey,1898,Adelaide,Australia,Male,University of Oxford,Oxford,United Kingdom,1968,Oxford,United Kingdom
1963,Chemistry,The Nobel Prize in Chemistry 1963,2-Jan,228,Individual,Karl Ziegler,1898,Helsa,Germany,Male,Max-Planck-Institut für Kohlenforschung (Max-Planck-Institute for Carbon Research),Mülheim/Ruhr,Federal Republic of Germany,1973,Mülheim,West Germany (Germany)
1974,Medicine,The Nobel Prize in Physiology or Medicine 1974,3-Jan,403,Individual,Albert Claude,1898,Longlier,Belgium,Male,Université Catholique de Louvain,Louvain,Belgium,1983,Brussels,Belgium
1977,Literature,The Nobel Prize in Literature 1977,1-Jan,653,Individual,Vicente Aleixandre,1898,Sevilla,Spain,Male,null,null,null,1984,Madrid,Spain
1974,Economics,The Sveriges Riksbank Prize in Economic Sciences 1974,2-Jan,684,Individual,Gunnar Myrdal,1898,Skattungbyn,Sweden,Male,null,null,null,1987,Stockholm,Sweden
1944,Physics,The Nobel Prize in Physics 1944,1-Jan,49,Individual,Isidor Isaac Rabi,1898,Rymanow,Austria-Hungary (Poland),Male,Columbia University,"""New York, NY""",United States of America,1988,"""New York, NY""",United States of America
1954,Literature,The Nobel Prize in Literature 1954,1-Jan,625,Individual,Ernest Miller Hemingway,1899,"""Oak Park, IL""",United States of America,Male,null,null,null,1961,"""Ketchum, ID""",United States of America
1948,Medicine,The Nobel Prize in Physiology or Medicine 1948,1-Jan,346,Individual,Paul Hermann Müller,1899,Olten,Switzerland,Male,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,1965,Basel,Switzerland
1968,Literature,The Nobel Prize in Literature 1968,1-Jan,642,Individual,Yasunari Kawabata,1899,Osaka,Japan,Male,null,null,null,1972,Zushi,Japan
1961,Medicine,The Nobel Prize in Physiology or Medicine 1961,1-Jan,371,Individual,Georg von Békésy,1899,Budapest,Hungary,Male,Harvard University,"""Cambridge, MA""",United States of America,1972,"""Honolulu, HI""",United States of America
1951,Medicine,The Nobel Prize in Physiology or Medicine 1951,1-Jan,352,Individual,Max Theiler,1899,Pretoria,South Africa,Male,"""Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation""","""New York, NY""",United States of America,1972,"""New Haven, CT""",United States of America
1967,Literature,The Nobel Prize in Literature 1967,1-Jan,641,Individual,Miguel Angel Asturias,1899,Guatemala City,Guatemala,Male,null,null,null,1974,Madrid,Spain
1977,Economics,The Sveriges Riksbank Prize in Economic Sciences 1977,2-Jan,689,Individual,Bertil Ohlin,1899,Klippan,Sweden,Male,Stockholm School of Economics,Stockholm,Sweden,1979,Vålådalen,Sweden
